Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Resolution,Created,Updated,Status,Custom field (Required Access Level),Custom field (Required Access Level)
Task,AO3-6603,68144,Bump actions/checkout from 3 to 4,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,04/Sep/23 6:21 PM,20/Oct/23 10:08 AM,Deployed,,
Bug,AO3-6602,68143,Docker init script does not work on macOS,Eliah Hecht,557058:db244e50-90da-4bc9-be1f-4b078b5de08e,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,04/Sep/23 5:31 PM,20/Oct/23 10:08 AM,Deployed,,
Bug,AO3-6601,68141,Intermittent failures in cucumber features/other_a/orphan_work.feature,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,28/Aug/23 4:36 PM,19/Nov/23 7:24 PM,Deployed,,
Improvement,AO3-6600,68140,Avoid overwriting user password in feature tests,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,,28/Aug/23 2:49 PM,26/Nov/23 6:03 PM,To Do,,
Bug,AO3-6599,68139,Machines which are just schedulers do not get local config applied.,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,High,DeployedToBeta,28/Aug/23 3:14 AM,20/Oct/23 10:08 AM,Deployed,,
Bug,AO3-6598,68138,Slow query in challenge_signups#update and challenge_signups#create,Ceithir,63039b5aed0c9b03372bf3c4,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,27/Aug/23 7:52 PM,10/Apr/24 1:59 PM,Deployed,,
Bug,AO3-6597,68136,Incorrect pluralization and a hard coded email address on pages related to invitation requests,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,25/Aug/23 4:57 PM,11/Apr/25 11:26 AM,Deployed,Admin,
Bug,AO3-6596,68134,Going directly to the first login help URL results in 500 error when logged out,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,21/Aug/23 5:14 PM,22/Mar/24 2:59 PM,Deployed,,
Improvement,AO3-6595,68130,Disallow ChatGPT-User in robots.txt,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,Done,18/Aug/23 4:39 PM,20/Jul/25 11:01 AM,Deployed,,
Bug,AO3-6594,68128,Location section shows on profile even if no location is set,Eliah Hecht,557058:db244e50-90da-4bc9-be1f-4b078b5de08e,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,17/Aug/23 3:22 PM,30/Apr/24 2:33 PM,Deployed,,
Bug,AO3-6593,68126,orphan_account gets 422 error when re-orphaning work to remove pseud from work and comments,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,14/Aug/23 7:51 PM,13/Nov/23 12:55 PM,To Do,,
Improvement,AO3-6592,68123,Optimize the database query for the series count in the user sidebar,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,Done,12/Aug/23 11:33 AM,20/May/24 5:07 AM,Deployed,,
Epic,AO3-6591,68121,Move imported_from_url to a new table with different variants in different columns,Ceithir,63039b5aed0c9b03372bf3c4,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,High,,12/Aug/23 8:13 AM,25/Apr/25 7:18 AM,In Review,,
Task,AO3-6590,68120,Add reviewdog for linting ERB files,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,11/Aug/23 5:14 AM,09/Sep/23 7:17 PM,Deployed,,
Bug,AO3-6589,68119,Using % sign in series titles cause 500 errors on pages with work blurbs,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,10/Aug/23 11:29 PM,11/Aug/23 2:36 PM,Deployed,,
Improvement,AO3-6588,68117,Admins with open_doors/support roles should be able to apply No Resets role to users,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,08/Aug/23 8:23 PM,16/Jun/25 10:17 AM,Deployed,Admin,
Improvement,AO3-6587,68116,Allow inclusion of the # in Ticket ID field when editing a profile or pseud,Scott,557058:cbdc6ae1-e1bd-47cc-b37c-f48f44948a50,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,08/Aug/23 4:30 PM,26/Jan/25 3:45 PM,Deployed,Policy & Abuse,
Improvement,AO3-6586,68114,Give admins options when hiding works,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,07/Aug/23 11:21 PM,15/Aug/25 8:57 AM,To Do,Admin,Policy & Abuse
Task,AO3-6585,68113,Refactor work_info partials and work_tag_metadata helpers to use tag strings,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,07/Aug/23 10:43 PM,07/Feb/25 2:14 PM,Deployed,,
Bug,AO3-6584,68111,Approving moderated replies to your comments creates duplicate inbox comments,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,07/Aug/23 4:26 PM,07/Aug/23 4:26 PM,To Do,,
Task,AO3-6583,68110,Update robots.txt to disallow GPTBot and remove outdated lines,Jonathan S.,63c6d49f1d7734b550c190fd,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,Done,07/Aug/23 4:08 PM,20/Jul/25 11:02 AM,Deployed,,
Improvement,AO3-6582,68109,Enable Admins to Mark Canonical Tags So They Appear in the Filtering Autocomplete but NOT the Work Form Autocomplete,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Dre,5cc68d1b2f51be0e56a1ccf0,Medium,,07/Aug/23 12:02 PM,29/Sep/25 4:57 PM,On Hold,Admin,
Improvement,AO3-6581,68107,Marked for Later page says History at the top,Jamis Gelvin,712020:501a9dd9-0e18-4c5a-a359-3060f8eb7ea9,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,06/Aug/23 11:29 PM,08/Sep/25 2:17 PM,Deployed,,
Improvement,AO3-6580,68106,Confirmation page after creating an account has confusing page title,anna,712020:1bcdb886-fc02-4abf-9f5e-df4ba8bb1ccd,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,06/Aug/23 8:53 PM,05/Aug/25 2:31 PM,Deployed,,
Improvement,AO3-6579,68105,"Create Account page title should be Create Account, not New Registration",Paul Lemus,712020:514cfcbe-0a28-4ff1-acf0-78103dae35a1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,05/Aug/23 10:23 PM,06/Jan/24 4:58 PM,Deployed,,
Bug,AO3-6578,68102,Overlapping display of external work notice for blurbs with no fandom tag,Isabel Nunes,6403f9fa7655a3223a23539d,Maine,607e3d1ce851ab006b3be7a5,Low,DeployedToBeta,04/Aug/23 8:05 PM,18/Apr/25 1:08 AM,Deployed,,
Improvement,AO3-6577,68101,Upgrade Rails to version 6.1.7.4,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,Medium,DeployedToBeta,02/Aug/23 4:12 PM,10/Aug/23 10:12 AM,Deployed,,
Bug,AO3-6576,68100,Published date in news post blurb is unnecessarily complex to screen readers ,,,Maine,607e3d1ce851ab006b3be7a5,Medium,,01/Aug/23 9:09 PM,21/Jul/25 8:38 PM,To Do,,
Bug,AO3-6575,68099,News post sidebar does not have the correct ARIA role,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,01/Aug/23 8:54 PM,26/Feb/24 2:52 PM,Deployed,,
Bug,AO3-6574,68098,Use correct ARIA role for items in header  ,Isaac,712020:ead98ac3-bc81-4a33-911f-f16f070af1ea,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,01/Aug/23 8:40 PM,10/Feb/24 1:28 PM,Deployed,,
Task,AO3-6573,68096,Add Departure Gem,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,31/Jul/23 7:25 PM,22/Aug/23 2:43 PM,Deployed,,
Improvement,AO3-6572,68094,Muted and blocked user pages should include timestamps on blurbs for admins,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,31/Jul/23 12:18 AM,10/Feb/24 1:28 PM,Deployed,Admin,
Bug,AO3-6571,68093,Require absolute URLs for img tags,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,30/Jul/23 5:43 PM,20/Oct/23 10:08 AM,Deployed,,
Bug,AO3-6570,68092,Import Work error message overflows for long URLs ,Claire Carden,6201a46aa294020068783d7e,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,30/Jul/23 1:47 AM,12/Jun/24 7:35 PM,Deployed,,
Bug,AO3-6569,68091,Works where the first chapter is a draft don't display the summary/notes,,,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,,26/Jul/23 5:27 PM,17/Jul/24 7:40 PM,To Do,,
Bug,AO3-6568,68090,Webdrivers::VersionError when running tests,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,25/Jul/23 7:20 PM,02/Aug/23 10:23 AM,Deployed,,
Improvement,AO3-6567,68089,Define the translate_string function using % instead of I18n.translate,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,25/Jul/23 7:00 AM,10/Aug/23 11:31 PM,Deployed,,
Bug,AO3-6566,68087,The link to the help modal has an invalid value for aria-controls attribute,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,Medium,DeployedToBeta,22/Jul/23 10:46 AM,10/Feb/24 1:28 PM,Deployed,,
Improvement,AO3-6565,68081,Move admin user search to Elasticsearch and add ability to search past emails and usernames,weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,16/Jul/23 7:16 PM,21/Jul/25 11:43 AM,Deployed,Admin,
Improvement,AO3-6564,68075,Reduce fields where images can be shown,weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,14/Jul/23 5:30 PM,23/Apr/24 8:04 PM,Deployed,,
Improvement,AO3-6563,68074,Attach HTML download copies of works to abuse tickets,weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,14/Jul/23 4:04 PM,06/Sep/24 1:22 AM,Deployed,,
Task,AO3-6562,68073,Bump audited from 4.10.0 to 5.3.3,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,13/Jul/23 8:39 PM,02/Aug/23 10:23 AM,Deployed,,
Bug,AO3-6561,68068,Marking a comment as spam does not trigger a confirmation dialog as intended,Ceithir,63039b5aed0c9b03372bf3c4,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,11/Jul/23 11:26 PM,22/Aug/23 2:43 PM,Deployed,,
Improvement,AO3-6560,68066,Add Tumblr links to error pages,Scott,557058:cbdc6ae1-e1bd-47cc-b37c-f48f44948a50,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,10/Jul/23 9:12 PM,25/Jul/23 11:07 AM,Deployed,,
Improvement,AO3-6559,68065,Update sanitize from 6.0.1 to 6.0.2,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,10/Jul/23 12:43 PM,02/Aug/23 10:23 AM,Deployed,Admin,
Improvement,AO3-6558,68064,"Remove the fetch_admin_settings hook, and change code that uses @admin_settings to use AdminSetting.current instead",ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,10/Jul/23 12:33 PM,21/Jan/25 9:06 PM,Deployed,,
Task,AO3-6557,68063,Delete config/initializers/monkeypatches/accept_header.rb,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,10/Jul/23 11:58 AM,25/Jul/23 11:07 AM,Deployed,,
Improvement,AO3-6556,68037,Update text to refer to activation rather than confirmation,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,08/Jul/23 8:25 AM,09/Aug/23 7:15 AM,Deployed,,
Bug,AO3-6555,68034,Tags containing both RTL and LTR text are split so the RTL and LTR text display in different parts of the tag list,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,02/Jul/23 10:44 PM,19/Apr/24 9:28 AM,To Do,,
Bug,AO3-6553,68032,The list of media on the homepage doesn't have required ARIA role,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,High,DeployedToBeta,01/Jul/23 2:12 PM,22/Aug/23 2:43 PM,Deployed,,
Bug,AO3-6552,68031,"""Log In"" link in header doesn't have required ARIA role",alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,alien,557058:8eb04462-c6aa-4b1b-b7b4-259ed44d3c0b,High,DeployedToBeta,01/Jul/23 1:58 PM,09/Aug/23 7:15 AM,Deployed,,
Bug,AO3-6551,68026,Error 500 for long CSS entries in skin editor,leo60228,5f8de894461cc400751d908e,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,29/Jun/23 6:36 PM,06/Jan/24 4:58 PM,Deployed,,
Improvement,AO3-6550,68025,Stop calling work.title.html_safe,weeklies,61cc2a19326554006caa335c,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,29/Jun/23 12:49 PM,05/Jun/25 9:39 AM,Deployed,,
Task,AO3-6549,68024,Remove automatically_approve_collections from the ignored columns in the Preference class,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,29/Jun/23 12:13 PM,22/Aug/23 2:43 PM,Deployed,,
Improvement,AO3-6548,68016,Distinguish guest comments from user comments,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,26/Jun/23 1:24 AM,06/Jan/24 4:58 PM,Deployed,,
Improvement,AO3-6547,68015,Rewrite the work recipients code,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,,25/Jun/23 12:20 PM,25/Jun/23 12:22 PM,To Do,,
Bug,AO3-6546,68014,Entering an invalid username causes sign up form to be stuck sometimes,weeklies,61cc2a19326554006caa335c,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,24/Jun/23 6:36 PM,22/Aug/23 2:43 PM,Deployed,,
Bug,AO3-6545,68012,FAQs default to English if no alternative language_id is present,Ceithir,63039b5aed0c9b03372bf3c4,Former user,557058:d7ff19e0-3341-43b9-ab5c-baacddb17422,High,DeployedToBeta,23/Jun/23 5:08 PM,09/Aug/23 7:15 AM,Deployed,,
Task,AO3-6544,68011,Include user_role and comment_type in data sent to Akismet,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,20/Jun/23 7:47 PM,17/Mar/25 5:27 AM,Deployed,,
Improvement,AO3-6543,68009,Allow admins with certain roles to delete individual chapters of works,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Won't Do,15/Jun/23 11:14 PM,14/Sep/25 2:43 PM,Closed,Admin,
Improvement,AO3-6542,68008,Allow admins with certain roles to access Preferences page,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,15/Jun/23 8:23 PM,10/Aug/25 4:11 AM,In Review,Admin,
Improvement,AO3-6541,68007,"Update Works search and filters to use ""Creator"" instead of ""Author/Artist""",calm,64056257314f50881382f3eb,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,DeployedToBeta,15/Jun/23 4:12 PM,01/Jul/25 10:17 AM,Deployed,,
Bug,AO3-6540,68006,"Banned users cannot access orphan, remove me as co-creator, or delete options on edit page",EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,14/Jun/23 10:30 PM,12/Aug/24 2:07 AM,Deployed,Admin,
Improvement,AO3-6539,68005,Give admins easier access to a user's creations,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,12/Jun/23 10:58 PM,06/Sep/24 1:22 AM,Deployed,Admin,
Bug,AO3-6538,68003,Help link missing on Tag Options legend for gift exchanges,Jonathan S.,63c6d49f1d7734b550c190fd,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,11/Jun/23 1:34 AM,06/Jul/23 5:05 AM,To Do,,
Bug,AO3-6537,68001,Numbers are ignored in title field of work search ,Potpotkettle,629ad80c9bc7150068d02078,Maine,607e3d1ce851ab006b3be7a5,Medium,DeployedToBeta,05/Jun/23 9:54 PM,24/Jun/24 12:50 PM,Deployed,,
Improvement,AO3-6536,67994,Create elections admin role,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,01/Jun/23 7:38 PM,09/Aug/23 7:15 AM,Deployed,Admin,
Task,AO3-6535,67992,Upgrade linters and review new cops,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,28/May/23 8:07 AM,25/Jul/23 11:07 AM,Deployed,,
Bug,AO3-6534,67990,Spam check does not run on works posted from drafts more than a day old,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,24/May/23 10:49 PM,24/May/23 10:50 PM,To Do,,
Bug,AO3-6533,67989,Possible to add multiple ratings to a work,ellieyhc,70121:cf9024e0-58f5-4116-bb1d-9a6fb0e77f49,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,24/May/23 7:24 PM,06/Jan/24 4:58 PM,Deployed,,
Task,AO3-6532,67987,Remove Kyrgyz from list of languages to be exported by Phrase,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Done,23/May/23 5:22 PM,16/Aug/24 1:57 PM,Deployed,,
Bug,AO3-6531,67986,Comment decorator causes 500 error when there are replies to comments that have been deleted from database,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,14/May/23 9:09 PM,17/May/23 5:30 PM,To Do,,
Bug,AO3-6530,67985,Live validation messages at bottom of forms can get cut off by footer,Mitch Stark,70121:0dd8ef54-db88-4c5a-98f8-f46a1fabb240,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,14/May/23 5:56 PM,09/Aug/23 7:15 AM,Deployed,,
Improvement,AO3-6529,67984,Prevent work imports from AO3,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,13/May/23 8:20 PM,26/Jan/25 3:45 PM,Deployed,,
Bug,AO3-6528,67982,Collection participant error message reveals when users are suspended or banned,Jonathan S.,63c6d49f1d7734b550c190fd,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,11/May/23 11:38 AM,06/Jan/24 4:58 PM,Deployed,Admin,
Improvement,AO3-6527,67981,Add style to Clear Nominations page for tag sets,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,10/May/23 7:27 PM,10/May/23 7:27 PM,To Do,,
Bug,AO3-6526,67980,Co-creator error message reveals when users are banned or suspended,Jonathan S.,63c6d49f1d7734b550c190fd,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,10/May/23 5:53 PM,26/Feb/24 2:52 PM,Deployed,Admin,
Bug,AO3-6525,67979,Blank tag nomination is created when editing unreviewed nomination to move nominated character to a different fandom,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,08/May/23 10:30 PM,15/Aug/24 4:01 AM,To Do,,
Bug,AO3-6524,67977,Placeholder,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,06/May/23 8:47 PM,21/May/23 11:09 AM,Deployed,Admin,
Bug,AO3-6523,67976,"All works returning ""no result recorded"" for spam check on production",,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Invalid,06/May/23 6:36 PM,24/May/23 10:50 PM,Closed,Admin,
Improvement,AO3-6522,67973,Use standard analyzer for creators and bookmarker on bookmark search,Potpotkettle,629ad80c9bc7150068d02078,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,30/Apr/23 7:56 PM,24/Jun/24 12:50 PM,Deployed,,
Bug,AO3-6521,67972,"On works, the titles of restricted related works are not shown to admins",talvalin,557058:3a91c6fb-fa09-480e-8857-a2b6eb63e6df,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,30/Apr/23 6:09 PM,09/Jul/25 7:11 AM,In Review,Admin,
Bug,AO3-6520,67971,Reversi: Some followed links on hover turn dark grey with no highlight,,,Sam Johnsson,557058:a06b2e64-4893-491b-b85e-8176df5059b9,Low,,30/Apr/23 5:55 PM,30/Apr/23 5:55 PM,To Do,,
Bug,AO3-6519,67970,Paragraph tags appear in summary field on support and abuse forms when submission errors,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,30/Apr/23 5:52 PM,14/Dec/24 1:59 AM,To Do,,
Bug,AO3-6518,67966,Spam check runs on abuse reports if the email you enter has different capitalization than the email on your account,calm,64056257314f50881382f3eb,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,27/Apr/23 4:26 PM,07/Feb/25 2:14 PM,Deployed,,
Improvement,AO3-6517,67962,Prevent blocked users from leaving kudos on blocker's work,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,19/Apr/23 8:47 PM,16/Jun/23 8:45 PM,Deployed,,
Task,AO3-6516,67961,"Replace ""Chilling Effects"" with ""Lumen"" on DMCA page",paradoxe,712020:2bfd683d-0090-4aa6-a137-22c8c812c384,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,19/Apr/23 7:45 PM,16/Jun/23 8:45 PM,Deployed,,
Bug,AO3-6515,67960,500 error in chapter-by-chapter mode on work with end notes and no posted chapters,weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,19/Apr/23 7:41 PM,16/Jun/25 10:17 AM,Deployed,,
Improvement,AO3-6514,67958,Remove color picker from wizard,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,19/Apr/23 1:23 AM,01/May/23 2:31 AM,Deployed,,
Improvement,AO3-6513,67957,Allow archivists to add works directly to collections without creator approval ,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,18/Apr/23 8:43 PM,25/Jul/23 11:07 AM,Deployed,Archivist,
Bug,AO3-6512,67955, RSpec test failures due to leaked state between tests,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,16/Apr/23 5:26 PM,01/May/23 2:32 AM,Deployed,,
Task,AO3-6511,67954,Bump nokogiri from 1.14.0 to 1.14.3 ,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,16/Apr/23 2:21 AM,01/May/23 2:32 AM,Deployed,,
Improvement,AO3-6510,67953,Process hit counts using a modified version of the RedisSetJob system,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,High,DeployedToBeta,15/Apr/23 11:00 AM,01/May/23 2:32 AM,Deployed,,
Improvement,AO3-6509,67952,Retry TagMethodJobs on deadlock and lock wait timeout,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,High,Done,15/Apr/23 9:18 AM,11/Jan/25 11:59 AM,Closed,,
Bug,AO3-6508,67947,Details and Close Details toggles visible but useless on Manage Collection Items page when JavaScript is disabled,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,10/Apr/23 4:03 PM,10/Apr/23 4:03 PM,To Do,,
Improvement,AO3-6507,67946,Refactor CollectionItemsController#index code,,,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,,10/Apr/23 3:22 PM,10/Apr/23 3:23 PM,To Do,,
Improvement,AO3-6506,67942,Use parent aggregations for bookmarks instead of a separate query for aggregations,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,08/Apr/23 1:36 PM,22/Aug/23 2:43 PM,Deployed,,
Task,AO3-6505,67941,Add stat_counter and approved_collections to the Work.for_blurb scope,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,,08/Apr/23 11:13 AM,06/Jul/25 8:44 PM,PendingAttentionOnBeta,,
